Links,Names,Photos,Ingredients
https://ricette.giallozafferano.it/Lasagne-verdi-con-ragu-alla-bolognese.html,Lasagne verdi con ragu alla bolognese,https://www.giallozafferano.it/images/ricette/154/15401/foto_hd/hd360x300.jpg,"[""Lasagne Verdi all'uovo"", 'Parmigiano Reggiano DOP', 'Manzo', 'Pancetta fresca', 'Carote', 'Sedano', 'Cipolle', 'Vino bianco', 'Passata di pomodoro', 'Acqua', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Latte intero', 'Latte intero', 'Farina 00', 'Burro', 'Noce moscata', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Pasta-con-tonno-acciughe-e-bottarga.html,Pasta con tonno acciughe e bottarga,https://www.giallozafferano.it/images/ricette/166/16603/foto_hd/hd360x300.jpg,"['Linguine', ""Tonno sott'olio"", ""Olio extravergine d'oliva"", ""Acciughe sott'olio"", 'Bottarga di muggine', 'Aglio', 'Passata di pomodoro', 'Sale fino', 'Pepe nero', 'Prezzemolo', 'Peperoncino fresco']"
https://ricette.giallozafferano.it/Ciambella-di-pasta-pasticciata.html,Ciambella di pasta pasticciata,https://www.giallozafferano.it/images/ricette/153/15360/foto_hd/hd360x300.jpg,"['Fusilli', 'Passata di pomodoro', 'Basilico', 'Grana Padano DOP', 'Aglio', ""Olio extravergine d'oliva"", 'Sale fino', 'Manzo', 'Asiago', 'Grana Padano DOP', 'Uova', 'Timo', 'Sale fino', 'Pepe nero', 'Paprika dolce', 'Noce moscata', 'Olio di semi']"
https://ricette.giallozafferano.it/Pasta-con-le-polpettine-di-pesce.html,Pasta con le polpettine di pesce,https://www.giallozafferano.it/images/ricette/163/16339/foto_hd/hd360x300.jpg,"['Spaghetti', ""Olio extravergine d'oliva"", 'Burro', 'Aglio', 'Brandy', 'Panna fresca liquida', 'Sale fino', 'Pepe nero', 'Gamberi', 'Filetti di platessa', 'Filetto di merluzzo', 'Pane', 'Sale fino', 'Pepe nero', 'Uova', 'Zafferano', 'Aglio', 'Parmigiano Reggiano DOP', ""Olio extravergine d'oliva""]"
https://ricette.giallozafferano.it/Timballo-di-maccheroni.html,Timballo di maccheroni,https://www.giallozafferano.it/images/ricette/23/2301/foto_hd/hd360x300.jpg,"['Rigatoni', 'Cipolle rosse', ""Olio extravergine d'oliva"", 'Salsiccia', 'Brodo vegetale', 'Fiordilatte', 'Sale fino', 'Pepe nero', 'Tuorli', 'Panna fresca liquida', 'Grana Padano DOP', 'Piselli surgelati', 'Passata di pomodoro', 'Burro', 'Acqua', 'Farina 00', 'Maiale', 'Uova', 'Pane', 'Prezzemolo', 'Grana Padano DOP', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Gnocchetti-con-crema-di-piselli.html,Gnocchetti con crema di piselli,https://www.giallozafferano.it/images/ricette/3/368/foto_hd/hd360x300.jpg,"['Gnocchetti Sardi', 'Pisellini', 'Grana Padano DOP', 'Pecorino sardo', 'Brodo vegetale', 'Noce moscata', 'Burro', 'Scalogno', 'Sale fino']"
https://ricette.giallozafferano.it/Pasta-al-forno-con-carciofi-e-scamorza.html,Pasta al forno con carciofi e scamorza,https://www.giallozafferano.it/images/ricette/184/18459/foto_hd/hd360x300.jpg,"['Penne Rigate Senza Glutine', 'Carciofi mammole', 'Scamorza affumicata', 'Aglio', 'Parmigiano Reggiano DOP', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Latte intero', 'Farina di riso', 'Burro', 'Noce moscata', 'Sale fino']"
https://ricette.giallozafferano.it/Ziti-al-forno.html,Ziti al forno,https://www.giallozafferano.it/images/ricette/159/15990/foto_hd/hd360x300.jpg,"['Ziti', 'Melanzane', 'Caciocavallo silano', 'Passata di pomodoro', 'Basilico', 'Sale fino', 'Pepe nero', 'Aglio']"
https://ricette.giallozafferano.it/Pasta-con-sedano-finocchi-e-olive-taggiasche.html,"Pasta con sedano, finocchi e olive taggiasche",https://www.giallozafferano.it/images/ricette/168/16836/foto_hd/hd360x300.jpg,"['Pennette Rigate Integrali', 'Sedano', 'Finocchi', 'Cipollotto fresco', 'Olive taggiasche', ""Olio extravergine d'oliva"", 'Peperoncino fresco', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Spaghetti-fagioli-e-cozze.html,Spaghetti fagioli e cozze,https://www.giallozafferano.it/images/ricette/32/3202/foto_hd/hd360x300.jpg,"['Spaghetti', 'Cozze', 'Fagioli cannellini precotti', 'Vino bianco', 'Aglio', 'Peperoncino fresco', 'Prezzemolo', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Trofie-salsiccia-e-funghi.html,Trofie salsiccia e funghi,https://www.giallozafferano.it/images/ricette/216/21613/foto_hd/hd360x300.jpg,"['Trofie', 'Salsiccia', 'Funghi porcini', 'Panna fresca liquida', 'Vino bianco', 'Aglio', 'Rosmarino', 'Sale fino', 'Pepe nero', ""Olio extravergine d'oliva""]"
https://ricette.giallozafferano.it/Pasta-con-fiori-di-zucca-e-bottarga.html,Pasta con fiori di zucca e bottarga,https://www.giallozafferano.it/images/ricette/177/17757/foto_hd/hd360x300.jpg,"['Spaghetti Senza Glutine', 'Fiori di zucca', 'Bottarga di tonno', 'Pomodorini datterini', 'Cipollotti rossi', 'Vino bianco', 'Timo', ""Olio extravergine d'oliva"", 'Pepe nero', 'Scorza di pompelmo']"
https://ricette.giallozafferano.it/Fettuccine-alla-papalina.html,Fettuccine alla papalina,https://www.giallozafferano.it/images/ricette/4/427/foto_hd/hd360x300.jpg,"[""Fettuccine all'uovo"", 'Burro', 'Cipolle', 'Prosciutto crudo', 'Panna fresca liquida', 'Uova', 'Parmigiano Reggiano DOP', 'Pepe nero', 'Sale fino', 'Acqua']"
https://ricette.giallozafferano.it/Ravioli-ricotta-e-spinaci-burro-e-salvia.html,Ravioli ricotta e spinaci burro e salvia,https://www.giallozafferano.it/images/ricette/163/16373/foto_hd/hd360x300.jpg,"['Farina 00', 'Uova', 'Tuorli', 'Semola di grano duro rimacinata', 'Spinaci', 'Ricotta', 'Grana Padano DOP', 'Noce moscata', 'Sale fino', 'Pepe nero', 'Burro', 'Salvia']"
https://ricette.giallozafferano.it/Pasta-gratinata-con-finocchi-e-besciamella.html,Pasta gratinata con finocchi e besciamella,https://www.giallozafferano.it/images/ricette/184/18461/foto_hd/hd360x300.jpg,"['Fusilli Integrali', 'Finocchi', 'Parmigiano Reggiano DOP', 'Aglio', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Latte intero', 'Burro', 'Farina 00', 'Noce moscata', 'Sale fino', 'Burro']"
https://ricette.giallozafferano.it/Pasta-con-lenticchie-e-cavoletti.html,Pasta con lenticchie e cavoletti,https://www.giallozafferano.it/images/ricette/177/17730/foto_hd/hd360x300.jpg,"['Fusilli Senza Glutine', 'Cavoletti di Bruxelles', 'Lenticchie rosse decorticate', 'Pomodorini datterini', 'Panna fresca liquida', 'Rosmarino', 'Olive taggiasche', 'Scalogno', 'Timo', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Pizzoccheri-alla-valtellinese.html,Pizzoccheri alla valtellinese,https://www.giallozafferano.it/images/ricette/174/17426/foto_hd/hd360x300.jpg,"['Farina di grano saraceno', 'Farina 0', 'Acqua', 'Burro', 'Formaggio latteria', 'Grana Padano DOP', 'patate', 'Aglio', 'Verza', 'Sale marino integrale']"
https://ricette.giallozafferano.it/Linguine-scampi-e-cognac.html,Linguine scampi e cognac,https://www.giallozafferano.it/images/ricette/11/1131/foto_hd/hd360x300.jpg,"['Linguine', 'Scampi', 'Aglio', 'Cognac', 'Passata di pomodoro', ""Olio extravergine d'oliva"", 'Prezzemolo', 'Sale fino', 'Pepe nero', 'Vino bianco', ""Olio extravergine d'oliva"", 'Scampi', 'Carote', 'Sedano', 'Cipolle', 'Sale fino', 'Pepe nero', 'Acqua']"
https://ricette.giallozafferano.it/Pasta-con-crema-di-zucchine-gialle-e-prosciutto.html,Pasta con crema di zucchine gialle e prosciutto,https://www.giallozafferano.it/images/ricette/180/18032/foto_hd/hd360x300.jpg,"['Spaghetti 5 cereali', 'Zucchine gialle', 'Prosciutto crudo', 'Caciocavallo', 'Scalogno', 'Timo', 'Burro', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Lasagne-alla-crema-di-pesto-ricotta-e-spinaci.html,"Lasagne alla crema di pesto, ricotta e spinaci",https://www.giallozafferano.it/images/ricette/5/527/foto_hd/hd360x300.jpg,"[""Lasagne all'uovo"", 'Latte intero', 'Noce moscata', 'Sale', 'Burro', 'Farina 00', 'Aglio', 'Basilico', 'Parmigiano Reggiano DOP', 'Sale grosso', 'Pecorino', ""Olio extravergine d'oliva"", 'Pinoli', 'Ricotta vaccina', 'Spinaci', 'Aglio', ""Olio extravergine d'oliva"", 'Pinoli', 'Sale fino', 'Scamorza affumicata']"
https://ricette.giallozafferano.it/Pasta-ceci-e-cicerchia.html,Pasta ceci e cicerchia,https://www.giallozafferano.it/images/ricette/167/16789/foto_hd/hd360x300.jpg,"['Ditalini Senza Glutine', 'Ceci secchi', 'Cicerchie secche', 'Cipolle dorate', 'Carote', 'Sedano', 'Rosmarino', 'Aglio', 'Peperoncino fresco', 'Alloro', ""Olio extravergine d'oliva"", 'Brodo vegetale', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Spaghetti-all-assassina.html,Spaghetti all'assassina,https://www.giallozafferano.it/images/ricette/218/21859/foto_hd/hd360x300.jpg,"['Spaghetti', 'Sugo di pomodoro', 'Aglio', 'Peperoncino secco', ""Olio extravergine d'oliva"", 'Acqua', 'Basilico']"
https://ricette.giallozafferano.it/Teglia-di-pasta-carciofi-patate-e-piselli.html,"Teglia di pasta, carciofi, patate e piselli",https://www.giallozafferano.it/images/ricette/7/796/foto_hd/hd360x300.jpg,"['Penne Rigate', 'Carciofi', 'patate', 'Pisellini', 'Uova', 'Parmigiano Reggiano DOP', 'Pecorino romano', 'Pangrattato', 'Cipolle bianche', 'Pane raffermo', ""Olio extravergine d'oliva"", 'Burro', 'Prezzemolo', 'Aglio', 'Sale', 'Pepe nero']"
https://ricette.giallozafferano.it/Minestrone-di-pasta-verdura-e-pesto.html,"Minestrone di pasta, verdura e pesto",https://www.giallozafferano.it/images/ricette/157/15792/foto_hd/hd360x300.jpg,"['Capellini', 'Acqua', 'Zucca', 'Zucchine bianche', 'Cavolfiore', 'Fagioli', 'Porri', 'Pomodori', 'Sedano', 'Carote', 'patate', 'Pancetta (tesa)', 'Cipolle rosse', ""Olio extravergine d'oliva"", 'Pisellini', 'Rosmarino', 'Alloro', 'Noce moscata', 'Sale fino', 'Pepe nero', 'Prezzemolo', 'Aglio', 'Basilico', ""Olio extravergine d'oliva"", 'Pecorino', 'Parmigiano Reggiano DOP', 'Aglio', 'Sale grosso', 'Pinoli']"
https://ricette.giallozafferano.it/Pasta-al-tonno-erbette-e-pomodorini.html,"Pasta al tonno, erbette e pomodorini",https://www.giallozafferano.it/images/ricette/184/18452/foto_hd/hd360x300.jpg,"['Spaghetti 5 cereali', 'Tonno', 'Erbette', 'Pomodorini ciliegino', 'Pomodorini gialli', 'Vino bianco', 'Sale fino', 'Pepe nero', 'Aglio', 'Peperoncino fresco', 'Menta']"
https://ricette.giallozafferano.it/Ziti-lardiati.html,Ziti lardiati,https://www.giallozafferano.it/images/ricette/206/20681/foto_hd/hd360x300.jpg,"['Ziti', 'Pomodori pelati', 'Lardo di Colonnata', 'Cipolle dorate', 'Pecorino romano', 'Basilico', ""Olio extravergine d'oliva"", 'Sale fino']"
https://ricette.giallozafferano.it/Pasta-con-stracchino-bresaola-e-ciliegini.html,"Pasta con stracchino, bresaola e ciliegini",https://www.giallozafferano.it/images/ricette/195/19545/foto_hd/hd360x300.jpg,"['Stracchino', 'Penne Rigate', 'Bresaola', 'Pomodorini ciliegino', 'Rucola', 'Latte intero', ""Olio extravergine d'oliva"", 'Sale fino']"
https://ricette.giallozafferano.it/Insalata-di-pasta-con-melanzane-e-pomodori-secchi.html,Insalata di pasta con melanzane e pomodori secchi,https://www.giallozafferano.it/images/ricette/10/1033/foto_hd/hd360x300.jpg,"['Rigatoni', ""Pomodori secchi sott'olio"", 'Melanzane', 'Pinoli', 'Peperoncino', ""Olio extravergine d'oliva"", 'Basilico', 'Ricotta salata', 'Scalogno', 'Sale fino']"
https://ricette.giallozafferano.it/Pasta-con-fave-e-piselli.html,Pasta con fave e piselli,https://www.giallozafferano.it/images/ricette/168/16859/foto_hd/hd360x300.jpg,"['Spaghetti Senza Glutine', 'Porri', 'Fave', 'Pisellini', 'Pecorino', 'Sale fino', 'Pepe nero', 'Timo', ""Olio extravergine d'oliva""]"
https://ricette.giallozafferano.it/Penne-al-ragu-di-verdure.html,Penne al ragù di verdure,https://www.giallozafferano.it/images/ricette/5/520/foto_hd/hd360x300.jpg,"['Penne Rigate', 'Zucchine', 'Funghi champignon', 'Pomodorini datterini', 'Cipolle rosse', ""Olio extravergine d'oliva"", 'Grana Padano DOP', 'Prezzemolo', 'Pepe nero']"
https://ricette.giallozafferano.it/Lasagna-roll.html,Lasagna roll,https://www.giallozafferano.it/images/ricette/216/21694/foto_hd/hd360x300.jpg,"['Lasagne ricce', 'Passata di pomodoro', 'Cipolle dorate', ""Olio extravergine d'oliva"", 'Sale fino', 'Spinaci', 'Ricotta vaccina', 'Grana Padano DOP', 'Aglio', 'Sale fino', 'Pepe nero', 'Noce moscata', ""Olio extravergine d'oliva"", 'Mozzarella', 'Grana Padano DOP', 'Pepe nero', 'Sale fino', 'Basilico']"
https://ricette.giallozafferano.it/Spaghetti-ai-pomodorini-e-champignon.html,Spaghetti ai pomodorini e champignon,https://www.giallozafferano.it/images/ricette/158/15879/foto_hd/hd360x300.jpg,"['Spaghetti', 'Pomodorini ciliegino', 'Aglio', 'Basilico', 'Sale fino', 'Pepe nero', 'Peperoncino fresco', 'Funghi champignon', ""Olio extravergine d'oliva"", 'Vino bianco', 'Sale fino', 'Pepe nero', 'Prezzemolo']"
https://ricette.giallozafferano.it/Penne-ai-carciofi-e-pomodoro.html,Penne ai carciofi e pomodoro,https://www.giallozafferano.it/images/ricette/174/17432/foto_hd/hd360x300.jpg,"['Mezze Penne Rigate', 'Carciofi', 'Pomodori datterini pelati', 'Acqua', 'Aglio', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Genovese.html,Genovese,https://www.giallozafferano.it/images/ricette/180/18019/foto_hd/hd360x300.jpg,"['Ziti', 'Manzo', 'Cipolle dorate', 'Sedano', 'Carote', 'Prezzemolo', 'Alloro', 'Vino bianco', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Parmigiano Reggiano DOP']"
https://ricette.giallozafferano.it/Tagliolini-salmone-e-piselli.html,Tagliolini salmone e piselli,https://www.giallozafferano.it/images/ricette/20/2045/foto_hd/hd360x300.jpg,"[""Tagliolini all'uovo"", 'Pisellini', 'Tranci di salmone', 'Cipollotto fresco', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Ravioli-di-patate.html,Ravioli di patate,https://www.giallozafferano.it/images/ricette/31/3179/foto_hd/hd360x300.jpg,"['Farina 00', 'Uova', 'patate', 'Salsiccia', 'Grana Padano DOP', 'Timo', 'Menta', 'Erba cipollina', 'Prezzemolo', 'Aglio', 'Noce moscata', 'Sale fino', 'Acqua', 'Burro', 'Salvia']"
https://ricette.giallozafferano.it/Vermicelli-al-lime-e-pepe-rosa.html,Vermicelli al lime e pepe rosa,https://www.giallozafferano.it/images/ricette/157/15788/foto_hd/hd360x300.jpg,"['Vermicelli', 'Mascarpone', 'Lime', 'Pepe rosa', 'Grana Padano DOP']"
https://ricette.giallozafferano.it/Strozzapreti-al-sugo-di-polpo.html,Strozzapreti al sugo di polpo,https://www.giallozafferano.it/images/ricette/8/823/foto_hd/hd360x300.jpg,"['Strozzapreti', 'Sedano', 'Carote', 'Cipolle', 'Aglio', 'Pomodorini ciliegino', 'Passata di pomodoro', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Prezzemolo', 'Polpo', 'Alloro', 'Bacche di ginepro', 'Aglio', 'Pepe rosa in grani', 'Sale fino']"
https://ricette.giallozafferano.it/Lumaconi-con-salsiccia-e-scamorza.html,Lumaconi con salsiccia e scamorza,https://www.giallozafferano.it/images/ricette/151/15196/foto_hd/hd360x300.jpg,"['Sedano', 'Carote', 'Cipolle rosse', 'Lumaconi', 'Salsiccia', 'Vino bianco', 'Scamorza (provola)', 'Grana Padano DOP', 'Semi di finocchio', 'Sale fino', 'Pepe nero', 'Latte intero', 'Burro', 'Farina 00', 'Noce moscata', 'Sale fino']"
https://ricette.giallozafferano.it/Pasta-con-sarde-e-broccoli.html,Pasta con sarde e broccoli,https://www.giallozafferano.it/images/ricette/183/18367/foto_hd/hd360x300.jpg,"['Pennette rigate 5 cereali', 'Broccoli', 'Sarde', ""Olio extravergine d'oliva"", 'Pepe nero', 'Sale fino', 'Cipolle rosse', 'Aglio', 'Peperoncino fresco', 'Pecorino romano', 'Pepe nero']"
https://ricette.giallozafferano.it/Spaghetti-ai-ricci-di-mare.html,Spaghetti ai ricci di mare,https://www.giallozafferano.it/images/ricette/171/17142/foto_hd/hd360x300.jpg,"['Spaghetti', 'Ricci di mare', 'Zucchine', 'Vino bianco', ""Olio extravergine d'oliva"", 'Aglio', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Pasta-fave-e-guanciale.html,Pasta fave e guanciale,https://www.giallozafferano.it/images/ricette/168/16810/foto_hd/hd360x300.jpg,"['Mezze Maniche Rigate', 'Guanciale', 'Fave', 'Pecorino romano', 'Pepe nero']"
https://ricette.giallozafferano.it/Pasta-asparagi-e-fontina.html,Pasta asparagi e fontina,https://www.giallozafferano.it/images/ricette/167/16730/foto_hd/hd360x300.jpg,"['Tortiglioni Senza Glutine', 'Asparagi', 'Fontina', 'Brodo vegetale', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Pasta-alla-spirulina.html,Pasta alla spirulina,https://www.giallozafferano.it/images/ricette/178/17858/foto_hd/hd360x300.jpg,"['Alga Spirulina', 'Farina 00', 'Uova', 'Zucchine', 'Pomodorini datterini', 'Carote', 'Salmone affumicato', 'Cipollotto fresco', 'Olive taggiasche', 'Basilico', 'Menta', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Acqua']"
https://ricette.giallozafferano.it/Lumaconi-alla-parmigiana.html,Lumaconi alla parmigiana,https://www.giallozafferano.it/images/ricette/9/927/foto_hd/hd360x300.jpg,"['Lumaconi', 'Mozzarella di bufala', 'Melanzane', 'Basilico', 'Parmigiano Reggiano DOP', ""Olio extravergine d'oliva"", 'Olio di semi di arachide', 'Farina 00', 'Sale grosso', 'Polpa di pomodoro', 'Olive verdi', ""Olio extravergine d'oliva"", 'Aglio', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Rigatoni-con-la-pajata.html,Rigatoni con la pajata,https://www.giallozafferano.it/images/ricette/155/15524/foto_hd/hd360x300.jpg,"['Rigatoni', 'Pajata', 'Passata di pomodoro', 'Cipolle bianche', 'Sedano', 'Aglio', 'Vino bianco', ""Olio extravergine d'oliva"", 'Sale grosso', 'Peperoncino in polvere']"
https://ricette.giallozafferano.it/Pasta-Babbo-Natale.html,Pasta Babbo Natale,https://www.giallozafferano.it/images/ricette/172/17282/foto_hd/hd360x300.jpg,"['Mini Pipe Rigate', 'Passata di pomodoro', 'Mozzarella', 'Olive nere', 'Aglio', 'Basilico', ""Olio extravergine d'oliva"", 'Sale fino']"
https://ricette.giallozafferano.it/Lasagne-con-ragu-di-salsiccia.html,Lasagne con ragù di salsiccia,https://www.giallozafferano.it/images/ricette/186/18611/foto_hd/hd360x300.jpg,"[""Lasagne all'uovo"", 'Grana Padano DOP', 'Timo', 'Origano', 'Latte intero', 'Burro', 'Farina 00', 'Noce moscata', 'Sale fino', 'Salsiccia', 'Passata di pomodoro', 'Sedano', 'Cipolle', 'Vino rosso', 'Carote', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Pappardelle-al-tartufo-e-crema-di-mascarpone.html,Pappardelle al tartufo e crema di mascarpone,https://www.giallozafferano.it/images/ricette/9/969/foto_hd/hd360x300.jpg,"[""Pappardelle all'uovo"", 'Tartufo nero', 'Mascarpone', 'Acciughe (alici)', ""Olio extravergine d'oliva"", 'Sale fino', 'Aglio']"
https://ricette.giallozafferano.it/Linguine-piccanti-al-granchio.html,Linguine piccanti al granchio,https://www.giallozafferano.it/images/ricette/9/958/foto_hd/hd360x300.jpg,"['Linguine', 'Pomodori', 'Timo', 'Aglio', 'Olio di oliva', 'Peperoncino', 'Brandy', 'Sale', 'Granchio', 'Burro', 'Carote', 'Cipolle', 'Sedano', 'Sale', 'Brandy', 'Acqua']"
https://ricette.giallozafferano.it/Linguine-con-pesto-di-mandorle.html,Linguine con pesto di mandorle,https://www.giallozafferano.it/images/ricette/28/2867/foto_hd/hd360x300.jpg,"['Linguine', 'Mandorle pelate', 'Mandorle', ""Olio extravergine d'oliva"", 'Limoni', 'Basilico', 'Menta', 'Sale fino', 'Pepe nero', 'Acqua']"
https://ricette.giallozafferano.it/Lasagne-alla-Norma.html,Lasagne alla Norma,https://www.giallozafferano.it/images/ricette/33/3384/foto_hd/hd360x300.jpg,"[""Lasagne all'uovo"", 'Pomodori pelati', 'Melanzane', 'Aglio', 'Basilico', 'Ricotta salata', 'Sale fino', ""Olio extravergine d'oliva"", 'Pepe nero', 'Ricotta vaccina', 'Latte intero', 'Noce moscata', 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Tortellini-panna-e-prosciutto.html,Tortellini panna e prosciutto,https://www.giallozafferano.it/images/ricette/12/1297/foto_hd/hd360x300.jpg,"['Farina 00', 'Uova', 'Burro', 'Noce moscata', 'Maiale', 'Vitello', 'Mortadella', 'Parmigiano Reggiano DOP', 'Prosciutto cotto', 'Uova', 'Sale fino', 'Pepe nero', 'Prosciutto cotto', 'Panna fresca liquida', 'Burro', 'Noce moscata', 'Parmigiano Reggiano DOP', 'Pepe nero', 'Sale fino']"
https://ricette.giallozafferano.it/Fettuccine-al-sugo-di-polpo-e-porcini.html,Fettuccine al sugo di polpo e porcini,https://www.giallozafferano.it/images/ricette/202/20237/foto_hd/hd360x300.jpg,"['Fettuccine 5 cereali e uova', 'Polpo', 'Funghi porcini', 'Pomodori pelati', 'Concentrato di pomodoro', 'Acqua', 'Alloro', 'Timo', 'Aglio', 'Peperoncino secco', ""Olio extravergine d'oliva"", 'Sale fino']"
https://ricette.giallozafferano.it/Gnocchetti-sardi-alla-contadina.html,Gnocchetti sardi alla contadina,https://www.giallozafferano.it/images/ricette/7/702/foto_hd/hd360x300.jpg,"['Gnocchetti Sardi', 'Fagioli di spagna', 'Pancetta affumicata', ""Olio extravergine d'oliva"", 'Cipolle', 'Rosmarino', 'Salvia', 'Passata di pomodoro', 'Pepe nero', 'Aglio']"
https://ricette.giallozafferano.it/Pasta-al-pesto-di-prezzemolo-e-speck.html,Pasta al pesto di prezzemolo e speck,https://www.giallozafferano.it/images/ricette/195/19503/foto_hd/hd360x300.jpg,"['Trofie', 'Speck', ""Olio extravergine d'oliva"", 'Prezzemolo', 'Pinoli', 'Mandorle pelate', 'Parmigiano Reggiano DOP', ""Olio extravergine d'oliva"", 'Sale fino']"
https://ricette.giallozafferano.it/Spaghetti-ubriachi.html,Spaghetti ubriachi,https://www.giallozafferano.it/images/ricette/4/486/foto_hd/hd360x300.jpg,"['Spaghetti', 'Porri', 'Burro', 'Noce moscata', 'Vino rosso', 'Zucchero', 'Sale fino', 'Pepe nero', 'Pecorino romano']"
https://ricette.giallozafferano.it/Spaghetti-con-pesto-alla-trapanese.html,Spaghetti con pesto alla trapanese,https://www.giallozafferano.it/images/ricette/28/2893/foto_hd/hd360x300.jpg,"['Spaghetti', 'Pomodori', 'Basilico', 'Mandorle', ""Olio extravergine d'oliva"", 'Pecorino', 'Aglio rosso', 'Pepe nero', 'Sale fino']"
https://ricette.giallozafferano.it/Garganelli-panna-prosciutto-e-piselli.html,"Garganelli panna, prosciutto e piselli",https://www.giallozafferano.it/images/ricette/4/490/foto_hd/hd360x300.jpg,"[""Garganelli all'uovo"", 'Noce moscata', 'Pepe nero', ""Olio extravergine d'oliva"", 'Sale', 'Panna fresca liquida', 'Pisellini', 'Prosciutto cotto', 'Grana Padano DOP']"
https://ricette.giallozafferano.it/Insalata-di-pasta-rustica.html,Insalata di pasta rustica e cubetti di pancetta affumicata,https://www.giallozafferano.it/images/ricette/36/3697/foto_hd/hd360x300.jpg,"['Fusilli', 'Pancetta affumicata', 'Fagioli rossi precotti', 'Zucchine', 'Peperoni rossi', 'Peperoni gialli', 'Peperoncino fresco', 'Prezzemolo', 'Timo', 'Erba cipollina', 'Zafferano']"
https://ricette.giallozafferano.it/Lasagne-di-carnevale.html,Lasagne di Carnevale,https://www.giallozafferano.it/images/ricette/11/1183/foto_hd/hd360x300.jpg,"[""Lasagne all'uovo"", 'Braciole di maiale', 'Pancetta', 'Salsiccia', 'Braciole di maiale', 'Cipolle', 'Alloro', 'Sale fino', 'Passata di pomodoro', 'Chiodi di garofano macinati', 'Vino rosso', ""Olio extravergine d'oliva"", 'Prezzemolo', 'Uova', 'Parmigiano Reggiano DOP', 'Sale fino', 'Pepe nero', 'Olio di oliva', 'Pane raffermo', 'Ricotta di pecora', 'Parmigiano Reggiano DOP', 'Fiordilatte', 'Provola', 'Uova']"
https://ricette.giallozafferano.it/Ravioli-del-plin.html,Ravioli del plin,https://www.giallozafferano.it/images/ricette/26/2655/foto_hd/hd360x300.jpg,"['Farina 00', 'Uova', 'Lonza di maiale', 'Vitello', 'Cosce di coniglio', 'Carote', 'Sedano', 'Cipolle', 'Spinaci', 'Scarola (indivia)', 'Uova', 'Parmigiano Reggiano DOP', 'Sale fino', 'Pepe nero', 'Brodo vegetale', ""Olio extravergine d'oliva""]"
https://ricette.giallozafferano.it/Insalata-di-pasta-con-pere-pancetta-e-noci.html,"Insalata di pasta con pere, pancetta e noci",https://www.giallozafferano.it/images/ricette/158/15871/foto_hd/hd360x300.jpg,"['Mezze Penne Rigate Integrali', 'Pere', 'Pancetta affumicata', 'Gherigli di noci', 'Sale fino', ""Olio extravergine d'oliva"", 'Timo', 'Pepe rosa', 'Pecorino']"
https://ricette.giallozafferano.it/Carbonara-di-mare.html,Carbonara di mare,https://www.giallozafferano.it/images/ricette/213/21379/foto_hd/hd360x300.jpg,"['Spaghetti', 'Tonno', 'Pesce spada', 'Salmone', 'Tuorli', 'Parmigiano Reggiano DOP', 'Vino bianco', 'Aglio', 'Timo', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
https://ricette.giallozafferano.it/Pasta-con-pisellini-zucca-arrosto-e-ricotta.html,"Pasta con pisellini, zucca arrosto e ricotta",https://www.giallozafferano.it/images/ricette/218/21893/foto_hd/hd360x300.jpg,"['Cavatappi', 'Pisellini', ""Pomodori secchi sott'olio"", 'Aglio', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero', 'Ricotta vaccina', 'Zucca napoletana', 'Rosmarino', ""Olio extravergine d'oliva"", 'Sale fino', 'Pepe nero']"
